1	22339.443529333763
2	22074.905284906687
3	21810.874192729643
4	21545.98780953321
5	21281.94471925448
6	21018.922867510133
7	20757.53366150938
8	20496.2223808882
9	20236.86717435534
10	19979.707186497726
11	19978.974592915656
12	19978.44597443348
13	19978.085826697956
14	19977.936401016967
15	19977.46894029098
16	19977.223416666053
17	19976.97771808204
18	19976.769551228263
19	19976.686261008734
20	19976.5669455625
