0	3749.052
1	3646.1617152675394
2	3546.610942192863
3	3447.3479061490016
4	3348.376713376353
5	3249.70307051658
6	3151.3568587433265
7	3053.2370386078346
8	2955.3541056094227
9	2857.858763989358
10	2760.8672741230484
