1   27504.253013418696
2   26596.04462828873
3   25779.106360906597
4   25065.489149039753
5   24404.606053632604
6   23865.332865049473
7   23491.483393719835
8   23142.99603175737
9   22981.11464338672
10  22834.275566983906
11  22731.491057820185
12  22630.676171914216
13  22534.934927308976
14  22455.034455554778
15  22376.141274058344
16  22320.301564105506
17  22276.361057955593
18  22238.875804166437
19  22206.810664661116
20  22182.843115852073
